Text,depressive,sentiment,emo1,emo2,emo3
i was too cowardly.,1,1,10,,
"their generosity, devotion, love and tact made it possible for me to accept their financial help over a long period of time.",0,0,5,,
"You can never please people if you are unhappy, it seems.",0,2,13,,
i cannot.,0,1,12,,
"GOD and only GOD knows the truth, nothing is the way they make it out to be.",0,2,13,,
"turned out i was in the basement of a free clinic, a long room with rows of beds with all kinds of teenagers, pregnant girls, suicides, drug addicts.",1,2,13,,
"they test your reflexes, your memory.",1,2,13,,
my life came to an end the moment i said my last farewell to you.,0,1,12,,
Tell both of them that I love them so much.,0,0,3,14,
i am becauseit is all ending now.,1,2,13,,
This darkness followed me as I grew up.,1,1,12,10,13
our beliefs colored.,0,2,13,,
"I failed, but I didn't care I was out and that's all I wanted.",1,1,12,13,
i can never recover from my childhood loneliness.,1,1,12,,
And condolences to the good cops Their families as well.,0,1,12,,
to try further would mean many more months of bed rest - more shots and inhalations - i cannot remain at the hospital for the winter months and a prolonged stay at a rest home is out of the question.,1,1,11,,
i thought he had more problems than i did.,1,2,13,,
i am a lonely soul,1,1,12,,
I learned long ago that producing something I found useful/valuable did not mean anyone else would see it as useful/valuable.,0,2,13,,
keep hitting homeruns and do good in school.,0,0,2,14,
After that I can end my life with no regrets.,1,1,12,,
Because we weren't even allowed to talk in peace.,1,2,13,,
good bye my dear dear little wife.,0,0,3,,
"While the author did this in abstract terms, I will be as concrete as I can, even to the point of sounding inhuman.",0,2,13,,
i do hope i have not let people down too much.,1,0,2,,
if you can arrange a tolerable life for themthanks.,1,0,2,5,
lee harvey oswald i am shocked i have waited for 2 year to be accepted.,0,2,13,,
i am tired of everyone saying how much talent i have got.,1,1,11,12,
I have tried to keep a positive attitude but I can't do it any more.,1,1,12,11,
"Mom, your brother raped me and used me as a sex toy for three whole years.",1,1,8,,
every evening at dusk my heart constricts until night has come.,1,2,13,12,
"When charges of murder were first preferred against me I delivered myself at once into custody, demanding an investigation.",0,2,13,,
why do people need to do this and we did nothing.,1,1,12,,
NAME's great.,0,2,13,,
"my dearest andrew,",0,0,3,,
I feel rejected by every father Ive ever had.,1,1,12,,
you have been entirely patient with me and incredibly good.,1,2,13,5,
But what I see in the room next to me induces difficult flashbacks to what happened.,0,2,13,,
you know.,0,2,13,,
I'll be looking down.,0,2,13,3,2
i am not talking about self self destruction.,1,2,13,,
22nd. god forgive me.,0,0,0,,
"My actions should be self-explanatory, and since in our self-obsessed culture words seldom match the deed, writing a mission statement would seem questionable.",0,2,13,,
"It makes me avoid sleep and constantly tired, because sleeping with what feels like hours of nightmares is not restful.",1,2,13,,
ganesh today you have suspected me without any reason as no act of mine is wrong.,1,1,8,,
the ongoing stress put on at cdm has been inescapable.,1,1,12,,
good bye forever.,0,1,12,,
I just want to put an end to everything.,1,1,8,11,
but she made me promise i would not try it without calling back first.,0,2,13,,
I'm giving my car back to my mom and my friends can have whatever I leave behind,0,2,13,14,
This is not your fault.,0,2,13,,
I know it will be very difficult from now on but NOT impossible.,0,2,13,,
oh yeah.,0,0,1,,
"You're an amazing mum, wish I'd realised that years ago.",0,0,5,3,10
if i stay here i will crave you and miss you.,0,2,13,,
NAME was mad at me because he believed I failed him.,0,1,7,,
"i have a goddess of a wife who sweats ambition and empathy and a daughter who reminds me too much of what i used to be, full of love and joy, kissing every person she meets because everyone is good and will do her no harm.",1,0,5,,
I've been through the most messed up situations imaginable,1,1,12,,
"I believed the ""Family"" rhetoric, that my team",0,0,2,,
"Although I reached the other centre at 9.24 AM, I was denied entry.",0,2,13,12,
it is out of our hand.,0,2,13,11,
may 27 my happiness of 4849 is paid for in full.,1,2,13,,
These affidavits are identical as to phrase and were evidently both dictated by tho same person.,0,2,13,,
i have wanted to go out with you and dad but i was always afraid to ask for i always felt that the answer would be no.,0,2,13,9,
6 palmy each at a few years sport.,0,2,13,,
i cannot live one more day.,1,1,11,12,
caylee here i come,0,2,13,,
"if it is possible to love in the hereafter, i will love you even after death.",1,0,2,,
i want to say that everybody knows it.,0,2,13,,
"dear .....,",0,0,3,,
My mother consistently sent word of her work building an Apocalypse bunker.,1,1,8,12,
I love you both dearly.,0,0,3,,
Darling NAME,0,0,3,,
It manifests itself in hours of eating or staying up for days at a time or sleeping for sixteen hours straight or week long programming binges or constantly going to the gym.,0,1,12,,
Please help Jeff understand what he did to me.,0,2,14,,
I want a side Show and some of them to be silly pictures because I have always been a bit Silly.,0,0,2,14,
let my funeral be silent and smooth.,0,2,14,,
I see how it is.,0,2,13,,
my birth is my fatal accident.,1,1,12,,
"i have no confidence or self esteem left, whatever talent whatever ambition you took it all away.",1,1,11,,
Popeye's of course.,0,2,13,,
I also gave some other names to them which was a total of atleast 5 people.,0,2,13,,
it is what you cost me that hurts and nothing can replace it.,1,1,8,,
everying will be fine i am happeire that i have ever been because it is all over.,1,1,11,1,
To whom this may concern,0,2,13,,
"i look down and walk,",0,2,13,,
i treated people the way i wanted to be treated.,1,2,13,7,
If any publishers wish to publish extracts from it under the terms of my will they must stop here.,0,2,14,,
i am in love with a girl and i know that i am not good enough for her.,0,2,13,,
"i never went out, i never went with anyone else.",1,2,13,,
"My position is that I only get one death, I want it to be a good one.",1,1,12,,
Rest assured if possible.,0,0,2,,
I AM SO SAD.,0,1,12,,
"Friends in ADDRESS, be satisfied with your own heads.",0,2,13,,
"What iS really Stopping me, though, iS that I Simply am too Sick to be effective in the field anymore.",0,1,7,12,
God forgive me,0,0,0,,
i am scared everyday.,1,1,9,,
If I am given the opportunity to live again I will still choose you as my mom and our family will still be my place of birth.,0,0,3,2,
(REMOVED) Im sorry for everything.,1,1,10,,
good bye every one.,0,1,12,,
I just want to be left alone I cant deal with the girls and stress any more so all I want to say is I love you all and thank you for trying to help me...,1,1,11,3,5
i am just so afraid of tomorrow!,1,1,9,13,
"i'd one out and had drinks, came home and that's when i did it - about ten in the evening or so.",0,2,13,,
I was sick hunnie and I ran out of ways to help myself.,1,1,12,,
i always wanted to be a writer.,0,2,13,,
"i hope that you can all find it in your heart to see it as way for me not suffering anymore and that i am finally at rest with myself, for being at rest with the guilt that constantly ate at me for so long.",1,0,2,,
why dooes everyone hate me becaus of that.,1,1,12,,
There's no real help.,1,1,12,11,
"Our interference completely destroyed that country, and destabilized the entire region.",1,1,12,,
REST ASSURED IF POSSIBLE I WILL WATCH OVER EACH OF YOU FROM THE OTHER SIDE.,0,2,13,,
Just couldn't take the pain anymore.,1,1,12,13,
This one got in my psyche and wouldn't leave.,1,1,12,,
"but i have to die now because i cannot take one more day i cannot take one more fucking day of them saying fag queer, hittng me spittin at me.",1,1,11,,
Please make sure that my brother NAME doesn't get to the point where I am now.,0,2,14,,
Notification has been brought me that Gov.,0,2,13,,
"""the survival of the fittest.",0,2,13,,
I can't go on.,0,2,13,,
god believe me i do.,1,0,2,,
fuck fuck fuck fuck i just need to die.,1,1,11,7,12
But I'll do my best to listen and learn.,0,2,13,,
each day i get worse.,0,1,12,,
I can look extremely happy and satisfied without much effort.,0,0,1,5,
There will be more coming!,0,2,13,,
i guess that they do.,0,0,2,,
"I convinced myself that it wasn't the darkness at all, but rather my orientation, because this would give me control over why things didn't feel """"right"""".",1,1,12,,
"for her life, which will be so much happier without me.",0,0,2,,
enticing as personal immortality sounds i hope for oblivion.,0,0,2,,
Please forgive me all for taking my own life so early.,0,0,0,,
