,Text,depressive,sentiment,thai_text
4665,I'm doing this because over 1500 students years 7-12 are currently enrolled at the school and they need to be warned.,0,2,"ฉันทำเช่นนี้เพราะปัจจุบันมีนักเรียนปี 7-12 กว่า 1,500 คนลงทะเบียนเรียนที่โรงเรียน และพวกเขาจำเป็นต้องได้รับการเตือน"
4666,"I tried to sign myself into different drug treatments including cornplon place detet center, seress what all of them told me that i had to be dirty (drugged up drunk) before i could check in.",0,1,"ฉันพยายามลงชื่อเข้าใช้การรักษาด้วยยาต่างๆ รวมถึง cornplon place detet center, seress สิ่งที่พวกเขาบอกฉันว่าฉันต้องสกปรก (เมายา) ก่อนที่ฉันจะเช็คอินได้"
4667,Please take it.,0,2,กรุณารับมันไว้
4668,We started high school together.,0,2,เราเริ่มเรียนมัธยมด้วยกัน
4669,march 25 one does not kill oneself for love of a woman.,1,2,25 มีนาคม คนไม่ฆ่าตัวตายเพราะรักผู้หญิง
4670,Why was I looking for hardship.,0,2,เหตุไฉนข้าพเจ้าจึงแสวงหาความลำบาก.
4671,nothing happened; it seemed empty.,1,2,ไม่มีอะไรเกิดขึ้น; ดูเหมือนว่างเปล่า
4672,under the law i give him the right of presumption of innocence.,0,2,ภายใต้กฎหมาย ข้าพเจ้าให้สิทธิแก่เขาในการสันนิษฐานว่าเป็นผู้บริสุทธิ์
4673,i feel disgusted when i see guys who make a fuss about the entrance examination all the time.,1,1,ฉันรู้สึกขยะแขยงเมื่อเห็นพวกชอบวุ่นวายเรื่องการสอบเข้าตลอดเวลา
4674,There are many things I would have liked to tell you but I don't want to add to your pain so let those other torments be buried with this undignified body of mine.,0,2,มีหลายสิ่งหลายอย่างที่ฉันอยากจะบอกคุณ แต่ฉันไม่ต้องการเพิ่มความเจ็บปวดของคุณ ดังนั้นปล่อยให้ความทรมานอื่น ๆ เหล่านั้นฝังอยู่กับร่างที่ไม่สมศักดิ์ศรีของฉัน
4675,"Then, all i needed was a great reason to get up everyday.",1,1,จากนั้น สิ่งที่ฉันต้องการคือเหตุผลที่ดีในการตื่นนอนทุกวัน
4676,And by any means I cannot arrange for this amount.,1,2,และไม่ว่าด้วยวิธีใดก็ตาม ฉันไม่สามารถจัดการเงินจำนวนนี้ได้
4677,"NAME had my passwords fingerprint on my phone All as I was very open with her , but we always told Each other how we hated life and everything in it but I always talked her out of it",0,0,NAME มีลายนิ้วมือรหัสผ่านของฉันบนโทรศัพท์ของฉัน ทั้งหมดในขณะที่ฉันเปิดเผยกับเธอมาก แต่เราบอกกันและกันเสมอว่าเราเกลียดชีวิตและทุกสิ่งในนั้น แต่ฉันมักจะพูดให้เธอฟัง
